Word,Frequency
after,0.0011441647597254005
against,0.002288329519450801
already,0.002288329519450801
also,0.0011441647597254005
among,0.002288329519450801
arrow,0.002288329519450801
away,0.0011441647597254005
battle,0.003432494279176201
beasts,0.0011441647597254005
became,0.0011441647597254005
because,0.0011441647597254005
began,0.0011441647597254005
behold,0.0011441647597254005
being,0.005720823798627002
believe,0.002288329519450801
benefit,0.0011441647597254005
blood,0.0011441647597254005
brass,0.0011441647597254005
brethren,0.0011441647597254005
building,0.002288329519450801
came,0.0011441647597254005
caused,0.005720823798627002
children,0.0011441647597254005
cities,0.0011441647597254005
come,0.0011441647597254005
copper,0.0011441647597254005
could,0.0011441647597254005
dart,0.0011441647597254005
deafness,0.0011441647597254005
deliver,0.0011441647597254005
doing,0.0011441647597254005
done,0.0011441647597254005
drink,0.0011441647597254005
ears,0.0011441647597254005
eight,0.0011441647597254005
engraven,0.0011441647597254005
enos,0.0011441647597254005
every,0.0011441647597254005
face,0.0011441647597254005
faith,0.005720823798627002
fall,0.003432494279176201
father,0.0011441647597254005
fathers,0.0011441647597254005
fine,0.003432494279176201
fortify,0.0011441647597254005
forward,0.0011441647597254005
from,0.0011441647597254005
given,0.003432494279176201
gold,0.0011441647597254005
ground,0.0011441647597254005
hands,0.0011441647597254005
hardness,0.0011441647597254005
hath,0.0011441647597254005
have,0.0011441647597254005
hearts,0.005720823798627002
holy,0.002288329519450801
hundred,0.002288329519450801
inasmuch,0.002288329519450801
intent,0.0011441647597254005
into,0.002288329519450801
iron,0.002288329519450801
jarom,0.0011441647597254005
javelin,0.002288329519450801
keep,0.0011441647597254005
kept,0.003432494279176201
kind,0.003432494279176201
kings,0.0011441647597254005
labor,0.002288329519450801
land,0.0011441647597254005
lands,0.009153318077803204
laws,0.0011441647597254005
leaders,0.0011441647597254005
little,0.0011441647597254005
long,0.0011441647597254005
look,0.0011441647597254005
lord,0.0011441647597254005
loved,0.005720823798627002
maketh,0.0011441647597254005
making,0.0011441647597254005
manifest,0.0011441647597254005
manner,0.0011441647597254005
many,0.003432494279176201
meet,0.004576659038901602
merciful,0.0011441647597254005
messiah,0.0011441647597254005
mighty,0.0011441647597254005
minds,0.0011441647597254005
more,0.0011441647597254005
moses,0.003432494279176201
much,0.002288329519450801
murder,0.003432494279176201
must,0.0011441647597254005
necks,0.0011441647597254005
needs,0.0011441647597254005
neither,0.0011441647597254005
nephi,0.0011441647597254005
nephites,0.003432494279176201
numerous,0.002288329519450801
observed,0.0011441647597254005
omni,0.0011441647597254005
other,0.0011441647597254005
pass,0.0011441647597254005
passed,0.004576659038901602
people,0.002288329519450801
place,0.005720823798627002
plan,0.0011441647597254005
plates,0.0011441647597254005
pointed,0.004576659038901602
precious,0.0011441647597254005
prepared,0.0011441647597254005
prick,0.0011441647597254005
priests,0.0011441647597254005
profaned,0.0011441647597254005
prophets,0.0011441647597254005
prosper,0.002288329519450801
quiver,0.002288329519450801
record,0.0011441647597254005
revealed,0.0011441647597254005
rich,0.0011441647597254005
sabbath,0.0011441647597254005
saying,0.0011441647597254005
shall,0.0011441647597254005
sharp,0.002288329519450801
should,0.0011441647597254005
silver,0.003432494279176201
small,0.0011441647597254005
space,0.002288329519450801
spake,0.0011441647597254005
spirit,0.0011441647597254005
spread,0.0011441647597254005
steel,0.0011441647597254005
stirring,0.0011441647597254005
strict,0.0011441647597254005
strong,0.0011441647597254005
swept,0.0011441647597254005
taught,0.002288329519450801
teach,0.0011441647597254005
teachers,0.0011441647597254005
teaching,0.0011441647597254005
than,0.0011441647597254005
that,0.002288329519450801
their,0.012585812356979404
them,0.006864988558352402
there,0.009153318077803204
these,0.0011441647597254005
they,0.003432494279176201
things,0.021739130434782608
thirty,0.003432494279176201
this,0.0011441647597254005
though,0.003432494279176201
threaten,0.0011441647597254005
thus,0.0011441647597254005
till,0.0011441647597254005
time,0.0011441647597254005
times,0.0011441647597254005
tools,0.0011441647597254005
unto,0.0011441647597254005
upon,0.008009153318077803
verified,0.004576659038901602
wars,0.0011441647597254005
waxed,0.002288329519450801
ways,0.0011441647597254005
weapons,0.0011441647597254005
were,0.0011441647597254005
what,0.005720823798627002
which,0.0011441647597254005
will,0.005720823798627002
with,0.0011441647597254005
wood,0.003432494279176201
word,0.0011441647597254005
words,0.003432494279176201
would,0.0011441647597254005
write,0.0011441647597254005
writings,0.005720823798627002
written,0.0011441647597254005
years,0.003432494279176201
