Word,Frequency
able,3.4088972217487644e-05
abode,0.00013635588886995058
about,3.4088972217487644e-05
above,0.0005454235554798023
abraham,0.0005454235554798023
abridged,0.0001704448610874382
abroad,3.4088972217487644e-05
accord,6.817794443497529e-05
account,3.4088972217487644e-05
across,0.00057951252769729
adam,0.00010226691665246293
after,3.4088972217487644e-05
again,0.0038520538605761037
against,0.0015340037497869438
almighty,0.001908982444179308
alone,0.00010226691665246293
along,0.00010226691665246293
already,0.00010226691665246293
also,3.4088972217487644e-05
altar,0.0051474348048406345
always,3.4088972217487644e-05
amen,3.4088972217487644e-05
among,0.00013635588886995058
ancles,0.0012953809442645303
angel,3.4088972217487644e-05
angels,0.0014999147775694563
anger,0.00010226691665246293
angry,0.00010226691665246293
anguish,0.0003068007499573888
animals,3.4088972217487644e-05
another,3.4088972217487644e-05
answered,0.0002386228055224135
apostle,3.4088972217487644e-05
apostles,0.00010226691665246293
appears,0.0003408897221748764
arise,3.4088972217487644e-05
armies,0.00010226691665246293
armour,6.817794443497529e-05
arms,3.4088972217487644e-05
arose,0.00013635588886995058
arrive,0.00013635588886995058
arrived,3.4088972217487644e-05
arrow,3.4088972217487644e-05
arrows,6.817794443497529e-05
arts,6.817794443497529e-05
ashamed,3.4088972217487644e-05
aside,0.00010226691665246293
assemble,0.00010226691665246293
asunder,3.4088972217487644e-05
attitude,3.4088972217487644e-05
away,6.817794443497529e-05
awful,0.0017726265553093573
babylon,0.00013635588886995058
back,0.00013635588886995058
bade,0.0002386228055224135
ball,0.00013635588886995058
bands,0.0002386228055224135
bank,0.00010226691665246293
baptise,3.4088972217487644e-05
baptised,0.00010226691665246293
bare,0.00013635588886995058
battle,6.817794443497529e-05
bear,0.00013635588886995058
beareth,0.00040906766660985173
bearing,3.4088972217487644e-05
beasts,6.817794443497529e-05
beauty,0.0001704448610874382
became,6.817794443497529e-05
because,3.4088972217487644e-05
beckoned,0.002693028805181524
become,3.4088972217487644e-05
beds,0.00013635588886995058
been,3.4088972217487644e-05
before,0.0018748934719618204
began,0.0015680927220044316
begat,0.0007499573887847281
begin,3.4088972217487644e-05
begotten,6.817794443497529e-05
behalf,3.4088972217487644e-05
beheld,3.4088972217487644e-05
behind,0.0031020964717913754
behold,3.4088972217487644e-05
being,0.004602011249360832
believe,0.0007158684165672405
believed,0.0002386228055224135
belong,3.4088972217487644e-05
beside,3.4088972217487644e-05
better,3.4088972217487644e-05
beyond,6.817794443497529e-05
bind,6.817794443497529e-05
bindeth,0.00010226691665246293
bitten,3.4088972217487644e-05
blade,3.4088972217487644e-05
bless,3.4088972217487644e-05
blessed,0.00010226691665246293
blest,0.00037497869439236407
blind,3.4088972217487644e-05
blinded,6.817794443497529e-05
blindeth,3.4088972217487644e-05
blocks,3.4088972217487644e-05
blood,3.4088972217487644e-05
blow,0.0002386228055224135
body,6.817794443497529e-05
bondage,0.00020453383330492586
book,0.0001704448610874382
books,0.0005454235554798023
borders,6.817794443497529e-05
bore,0.00013635588886995058
born,3.4088972217487644e-05
borne,3.4088972217487644e-05
both,6.817794443497529e-05
bound,0.00037497869439236407
bowels,6.817794443497529e-05
bows,6.817794443497529e-05
branch,0.00010226691665246293
branches,0.00010226691665246293
brass,0.00013635588886995058
break,0.00057951252769729
breathe,0.00010226691665246293
brethren,3.4088972217487644e-05
bride,0.002488494971876598
